site_id,url,true_label,pred_label,target_brand,pred_brand,brand_confidence,brand_source,crp,is_crp_true,crp_reason,reasons,runtime_sec,estimated_cost,failure_bucket,notes
site_112,https://apple-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_113,https://hsbc.com/login,benign,benign,hsbc.com,hsbc.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=hsbc.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,legitimate login page on registered brand domain
site_114,https://netflix-secure.support/,phish,phish,netflix.com,netflix.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=netflix.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_115,https://ledger-restore.click/,phish,benign,ledger.com,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_116,https://linkedin-verify.live/login,phish,phish,linkedin.com,linkedin.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=linkedin.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_117,https://status.amazon.com/,benign,benign,amazon.com,amazon.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=amazon.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
site_118,https://status.wellsfargo.com/,benign,benign,wellsfargo.com,wellsfargo.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=wellsfargo.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
site_119,https://fb.com/security/login,benign,benign,facebook.com,facebook.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=facebook.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,alias legitimate domain example (popularity validation should clear it)
site_120,https://adobe-verify.click/login,phish,phish,adobe.com,adobe.com,0.96,ocr+caption,1,1,explicit_credential_field,brand=adobe.com@0.96|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:2,1.7,0.0023,,obvious brand mismatch phishing
site_121,https://paloaltonetworks-portal.zip/,phish,benign,paloaltonetworks.com,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,"lesser-known enterprise brand, classical login"
site_122,https://trustwallet-restore.click/,phish,benign,trustwallet.com,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_123,https://sonicwall-portal.xyz/,phish,phish,sonicwall.com,sonicwall.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=sonicwall.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,"lesser-known enterprise brand, classical login"
site_124,https://appie.com/security/login,phish,phish,apple.com,apple.com,0.95,url+visual,1,1,explicit_credential_field,brand=apple.com@0.95|brand_domain_mismatch|credential_taking|typosquat:apple.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_125,https://amazon.co.uk/security/login,benign,benign,amazon.com,amazon.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=amazon.com@0.78|credential_taking|popular_domain_validated|keywords:1,1.7,0.0023,,alias legitimate domain example (popularity validation should clear it)
site_126,https://apple-help.live/login,phish,phish,apple.com,apple.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=apple.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_127,https://verify-apple.netlify.app/,phish,phish,apple.com,apple.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=apple.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_128,https://phantom-restore.click/,phish,benign,phantom.app,,0.0,no_brand_signal,1,0,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,crypto-style phishing without classic password field
site_129,https://citrix-portal.live/,phish,benign,citrix.com,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|suspicious_domain|no_brand_signal,1.7,0.0023,brand_miss,"lesser-known enterprise brand, classical login"
site_130,https://appie.com/auth/login,phish,phish,apple.com,apple.com,0.95,url+visual,1,1,explicit_credential_field,brand=apple.com@0.95|brand_domain_mismatch|credential_taking|typosquat:apple.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_131,https://verify-dropbox.web.app/,phish,phish,dropbox.com,dropbox.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=dropbox.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_132,https://phantom-tools.com/login,benign,benign,,,0.0,no_brand_signal,1,1,explicit_credential_field,credential_taking|no_brand_signal,1.7,0.0023,,indie business with brand-like URL stem; URL-stem fallback should NOT flag
site_133,https://github.com/account/overview,benign,benign,github.com,github.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=github.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate account dashboard, no credential field"
site_134,https://paypa1.com/signin,phish,phish,paypal.com,paypal.com,0.95,url+visual,1,1,explicit_credential_field,brand=paypal.com@0.95|brand_domain_mismatch|credential_taking|typosquat:paypal.com,1.7,0.0023,,"typo-squatted domain, password field present"
site_135,https://verify-paypal.firebaseapp.com/,phish,phish,paypal.com,paypal.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=paypal.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|strict_hosting_rule|keywords:1,1.7,0.0023,,hidden login behind continue button on hosting domain
site_136,https://status.github.com/,benign,benign,github.com,github.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=github.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
site_137,https://wellsfargo-secure.zip/,phish,phish,wellsfargo.com,wellsfargo.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=wellsfargo.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_138,https://amazon-secure.top/,phish,phish,amazon.com,amazon.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=amazon.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_139,https://amazon-secure.zip/,phish,phish,amazon.com,amazon.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=amazon.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_140,https://paypal-secure.xyz/login,phish,phish,paypal.com,paypal.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=paypal.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|keywords:1,1.7,0.0023,,obvious brand mismatch phishing
site_141,https://apple-secure.zip/,phish,phish,apple.com,apple.com,0.78,ocr+caption,1,1,explicit_credential_field,brand_below_threshold=apple.com@0.78|brand_domain_mismatch|credential_taking|suspicious_domain|injection_defended|keywords:1,1.7,0.0023,,prompt injection attempt with hidden disclaimer
site_142,https://status.paypal.com/,benign,benign,paypal.com,paypal.com,0.78,ocr+caption,0,0,no_explicit_credential,brand_below_threshold=paypal.com@0.78|popular_domain_validated|keywords:1,1.7,0.0023,,"legitimate status page, no login flow"
